Unnamed: 0,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
79842,10,CASH_OUT,98235.52,C736286167,98118,58136.48,C1219241264,0,98235.52,0,0
352,1,TRANSFER,26923.42,C1108517064,11049.67,0,C1983747920,199404.91,95508.95,1,0
98545,10,PAYMENT,11210.41,C358593114,1046816.87,41614.59,M746973450,0,0,0,0
52966,9,CASH_OUT,266368.37,C1053754290,189840,0,C1121453612,8013700.24,8732619.21,1,0
33913,8,TRANSFER,29707.86,C1825456600,11120,0,C570409417,0,0,1,0
327,1,PAYMENT,6536.86,C416201381,17319,10782.14,M1178290888,0,0,1,0
83693,10,CASH_OUT,49824.61,C128884810,25117,1103429.2,C621969405,88230.86,138055.47,0,0
77008,10,CASH_OUT,158458.83,C299464222,,0,C1047863486,512529.43,961409.89,1,0
69202,9,CASH_OUT,1055,C1764109750,10552,0,C1522743169,75179,0,1,0
242,1,PAYMENT,1267.97,C1053632127,6309146.87,6307878.9,M1493158871,0,0,1,0
52985,9,PAYMENT,5326.66,C1310550812,997869.2,0,M612371103,0,0,1,0
72623,9,CASH_IN,164265.44,C538384239,0,164282.44,C345330137,0,0,0,0
11789,7,PAYMENT,4096.25,C235420001,10613,0,M509179355,0,0,0,0
7029,6,TRANSFER,85354.69,C558400671,14160.57,0,C527482085,0,0,1,0
7003,6,CASH_OUT,10224,C1284098442,264732,0,C801412408,0,10224,1,0
5124,5,CASH_OUT,60726.57,C840095827,0,0,C803116137,13010502.78,13071229.35,1,0
89240,10,TRANSFER,190273.19,C748298300,0,0,C708718126,1287956.85,1478230.04,0,0
8183,7,TRANSFER,371417.6,C1556004794,131438,0,C1838584624,7481175.85,7852593.45,0,0
34323,8,CASH_IN,22431.57,C190546586,711251.54,3243775.16,C1661048214,141652.86,988499.56,0,0
176,1,CASH_OUT,19162.08,C25936709,0,0,C885951223,60169,215851.28,1,0
46150,,CASH_OUT,410500.4,C1121301094,136010,0,C1297685781,8143415.49,8553915.89,0,0
3163,2,CASH_OUT,963532.14,C430329518,963532.14,0,C991505714,132382.57,1095914.71,1,0
52498,9,CASH_OUT,153747.28,C2123736135,1113121.4,41696.72,C1157464567,4009,676846.78,0,0
54157,9,CASH_IN,78272.79,C1572433638,33847,181350.79,C1259324562,72775,0,0,0
22527,8,CASH_IN,238138.18,C1147482731,11929,287054.18,C1575675375,1882581.2,1981093.98,0,0
367,1,TRANSFER,176334.26,C169880779,45136,0,C1286084959,1251626.46,2107778.11,1,0
65658,9,CASH_IN,15022.61,C276456900,39763,6153256.08,C1857357520,1334690.59,1127478.54,0,0
5746,6,TRANSFER,25975.86,C864622150,2637274.31,0,C41792607,0,0,1,0
171,1,CASH_OUT,44443.08,C269892014,0,0,C1590550415,6048647.54,19169204.93,1,0
7507,7,PAYMENT,3984.14,C674608081,284646.65,55417.56,M552186123,0,0,0,0
33473,8,CASH_OUT,89631.24,C1938531779,181113.41,0,C2048578791,21175,0,1,0
302,1,DEBIT,3455.85,C192428201,3509,53.15,C401424608,1333014.31,1178808.14,1,0
5746,6,TRANSFER,25975.86,C864622150,2637274.31,0,C41792607,0,0,1,0
25388,8,PAYMENT,7143.91,C1589292382,42,23726.09,M896703427,0,0,0,0
178,1,CASH_OUT,9536.54,C649769713,0,0,C1060830840,49161,130747.56,1,0
85745,10,PAYMENT,15714.07,C417943432,0,0,M1229455879,0,0,0,0
42,1,CASH_OUT,110414.71,C768216420,26845.41,0,C1509514333,288800,2415.16,1,0
169,1,CASH_OUT,89038.75,C1233327519,0,0,C2083562754,189808,1186556.81,1,0
155,1,CASH_OUT,281339.92,C1863655430,0,0,C1509514333,612801.81,2415.16,1,0
67840,9,CASH_IN,12448.77,C1796974538,15441945.24,11878132.19,C41514385,14713,1152117.72,0,0
1976,1,PAYMENT,4261.17,C1642356615,4558,296.83,M2090563811,0,0,0,0
36027,9,CASH_OUT,556218.01,C589143360,10090,0,C1992550266,0,582265.81,1,0
50303,9,CASH_IN,2914.48,C549906380,19897,17358.48,C280164607,399329.92,0,0,0
77001,10,CASH_OUT,457891.75,C1454717953,,0,C1052117080,2314422.35,2772314.1,1,0
62371,9,PAYMENT,7161.16,C589665359,11500,13821.84,M1563671353,0,0,0,0
77015,10,CASH_OUT,2953.99,C552285545,,0,C47249488,521358.2,833125.66,1,0
53262,9,PAYMENT,4942.79,C300099756,0,0,M1314800399,0,0,0,0
234,1,PAYMENT,6926.67,C751021317,152927,146000.33,M1896552614,0,0,1,0
97281,10,CASH_IN,109243.29,C1079297498,78792,6476202.05,C1255395942,1535663,1826837.5,0,0
248,1,PAYMENT,7600.57,C1805164661,50747,43146.43,M778162712,0,0,1,0
167,1,CASH_OUT,25793.74,C1966355106,0,0,C476800120,215312.31,49864.36,1,0
44753,9,CASH_IN,40137.08,C1901603284,2655,52901.08,C1290076474,299826.18,259689.11,0,0
30748,8,CASH_IN,38662.78,C1310016223,7546043.48,3370370.55,C1700852615,126760.59,88097.82,0,0
53320,9,PAYMENT,11341.91,C1759411207,0,1287.09,M25064932,0,0,1,0
3271,2,TRANSFER,14949.84,C140702728,14949.84,0,C634210724,0,0,1,0
47889,9,CASH_OUT,335279.45,C387025868,3600,0,C968448640,3728216.38,2719634.63,0,0
48,1,CASH_OUT,5346.89,C512549200,0,0,C248609774,652637,6453430.91,1,0
53055,9,CASH_OUT,397202.89,C1050084481,127514.92,0,C57497207,449028.36,1461338.1,1,0
322,1,PAYMENT,28527.44,C867093003,0,0,M1135278099,0,0,1,0
8472,7,PAYMENT,4625.8,C840696258,0,5844.2,M224315910,0,0,0,0
311,1,PAYMENT,2130.3,C847320212,10958,8827.7,M1201004240,0,0,1,0
76972,10,CASH_OUT,284526.54,C202024730,0,0,C172409641,9425472.05,11629345.35,0,0
46032,,CASH_OUT,374243.16,C558935259,43,0,C1493513506,6801640.21,7175883.37,0,0
64282,9,PAYMENT,11040.84,C175306923,0,177823.87,M1564998337,0,0,0,0
326,1,DEBIT,6666.78,C837073696,11876,5209.22,C655381473,24777,189534.74,1,0
5123,5,TRANSFER,60726.57,C383882703,974,0,C1807010830,0,0,1,0
36026,9,TRANSFER,556218.01,C1769581889,10011,0,C217441120,0,0,1,0
61381,9,CASH_OUT,131857.82,C1371714370,5664,0,C910539221,2075452.14,4363508.95,0,0
63535,9,CASH_OUT,393169.61,C1757197513,560213,45075.39,C760883565,3576,0,0,0
33472,8,TRANSFER,89631.24,C74534388,50265,0,C1748042844,0,0,1,0
74418,10,PAYMENT,29235.3,C522858741,204538,228872.34,M847159884,0,0,0,0
257,1,PAYMENT,5237.54,C1492875057,27105,21867.46,M333793193,0,0,1,0
225,1,PAYMENT,2397.82,C3565780,20421,18023.18,M473666452,0,0,1,0
150,1,CASH_OUT,154139.72,C1642679791,79563.03,0,C564160838,410433.04,1254956.07,1,0
99371,10,TRANSFER,503405.88,C1446009472,0,0,C2010733400,0,0,1,0
53108,9,PAYMENT,17144.53,C2033331796,31294,0,M353054202,0,0,1,0
22580,8,TRANSFER,923879.53,C1797080726,0,0,C1636786811,10881472.03,14456269.9,0,0
5746,6,TRANSFER,25975.86,C864622150,2637274.31,0,C41792607,0,0,1,0
160,1,CASH_OUT,53631.83,C1233595751,0,0,C757108857,83244,0,1,0
4643,4,DEBIT,564.53,C311536309,88,0,C413177525,258874.13,259438.66,0,0
40665,9,CASH_OUT,822.12,C1585731077,244055.25,39689.88,C936047452,2922,0,0,0
47145,9,CASH_OUT,350705.74,C58527359,1076320.99,0,C582901057,894760.68,1794033.65,1,0
4260,3,TRANSFER,22877,C1247938090,22877,0,C1002031672,0,0,1,0
24966,8,TRANSFER,1996.17,C1198040187,0,0,C1828047633,0,0,1,0
53950,9,PAYMENT,8184.83,C849389843,51857,91655.17,M343982476,0,0,0,0
31600,8,PAYMENT,7374.26,C1011452129,773,205371.5,M1933532148,0,0,0,0
69277,9,CASH_IN,120409.29,C2082031176,193280.15,130740.29,C568389897,5387.2,0,0,0
53097,9,PAYMENT,4680,C695601068,869695.36,0,M490805574,0,0,1,0
6635,6,CASH_IN,111460.82,C1346532545,7263548.09,2580075.33,C824197891,202786,91325.18,0,0
99211,10,CASH_OUT,450039.19,C1851930929,0,0,C2014105033,243739.7,581551.02,0,0
84597,10,PAYMENT,5694.55,C515068446,2177791.33,942857.37,M79163231,0,0,0,0
88398,10,CASH_OUT,88878.23,C1565810585,129,0,C1606023013,504056.89,592935.11,0,0
85382,10,CASH_OUT,61599.71,C1748656511,22636,0,C1907989702,90311.96,151911.67,1,0
213,1,CASH_OUT,26759.05,C746280996,0,0,C1360767589,581853.1,2107965.39,1,0
18297,8,PAYMENT,6273.45,C538159513,265333.16,100158.55,M880552474,0,0,0,0
10216,7,PAYMENT,7800.35,C1419982552,33277.9,0,M32263068,0,0,0,0
363,1,TRANSFER,180368.84,C1055601039,0,0,C1359044626,1437353.34,16518.36,1,0
11416,7,PAYMENT,8245.89,C18455185,40241,0,M977000076,0,0,0,0
13413,7,CASH_IN,40149.28,C1781210332,6893371,3991596.85,C1257704323,153303.8,0,0,0
6703,6,CASH_OUT,17320.91,C436661284,0,0,C522173599,6244.44,0,1,0
37376,9,CASH_OUT,167110.32,C955123450,0,0,C1059154409,273583.73,326435.12,0,0
34050,8,PAYMENT,3770.39,C1493484508,50608,2224495.7,M1522732369,0,0,0,0
29049,8,CASH_IN,226878.11,C1826400073,7931249.12,3722317.59,C84277455,590924.01,148564.66,0,0
164,1,CASH_OUT,193605.38,C2029372696,0,0,C1971489295,249452.05,0,1,0
7500,7,PAYMENT,15973.19,C1231075353,11812.01,23543.81,M513310553,0,0,0,0
43,1,PAYMENT,7823.46,C260084831,998,0,M267814113,0,0,1,0
99372,10,CASH_OUT,503405.88,C140359285,399670,0,C2020337583,29669,533074.88,1,0
73425,10,CASH_OUT,78050.22,C145857719,47327,0,C606088810,278804.94,642666.71,0,0
328,1,CASH_OUT,40684.97,C1985938863,10782.14,0,C1291286504,49530,66575.5,1,0
52060,9,PAYMENT,1561.57,C1708892900,0,67849.43,M1359784468,0,0,0,0
169,1,CASH_OUT,89038.75,C1233327519,0,0,C2083562754,189808,1186556.81,1,0
75856,10,PAYMENT,314.81,C2140120637,0,367766.26,M2037862792,0,0,0,0
325,1,PAYMENT,8491.9,C795748540,0,0,M2081000371,0,0,1,0
72705,9,PAYMENT,22811.48,C1035667223,20898,0,M429512160,0,0,0,0
57117,9,CASH_OUT,591960.63,C311740930,0,0,C1856036778,14008400.85,15949667.8,0,0
320,1,PAYMENT,14420.66,C1561745898,0,0,M2033268925,0,0,1,0
81541,10,PAYMENT,11253.92,C111332659,6064,0,M1044717851,0,0,0,0
37031,9,PAYMENT,2068.72,C713424385,9796,17264.28,M1947656483,0,0,0,0
46139,,CASH_OUT,409839.53,C254903902,4670,0,C1475998599,1527906.1,1937745.63,0,0
99734,10,CASH_OUT,194568.15,C1543363189,29066,0,C1649389360,199169,2042657.38,0,0
4775,4,TRANSFER,86070.17,C1844941220,86070.17,0,C1191544932,0,0,1,0
88874,10,PAYMENT,690.18,C1352051806,0,1025.82,M1247853630,0,0,0,0
76997,10,CASH_OUT,430456.9,C307525245,,0,C1815852694,689035.88,1540346.33,1,0
66140,9,PAYMENT,8523.08,C1940555326,19423,0,M907444110,0,0,0,0
92192,10,PAYMENT,18825.29,C1901951460,20755,1543331.84,M659203056,0,0,0,0
37363,9,CASH_OUT,382577.1,C1495082470,5291,0,C515132998,5376940.14,5990254.6,0,0
58404,9,CASH_OUT,224658.69,C603849318,31473,0,C290945720,1357414.14,4185266.8,0,0
29,1,PAYMENT,9920.52,C764826684,0,0,M1940055334,0,0,1,0
32983,8,PAYMENT,7533.12,C1164929486,39663,152284.23,M646689858,0,0,0,0
32,1,PAYMENT,5885.56,C840514538,0,0,M1804441305,0,0,1,0
25303,8,CASH_OUT,255343.95,C554188810,21084,30450.26,C1700355047,1180757.76,1455482.66,0,0
181,1,CASH_OUT,57279.11,C1800649922,0,0,C824009085,127206.9,64106.18,1,0
7687,7,PAYMENT,7670.1,C341062557,0,0,M502851205,0,0,0,0
32180,8,CASH_IN,24695.24,C484748214,419,7275358.44,C2010664081,65624,86814.89,0,0
51344,9,PAYMENT,5868.06,C763055841,6201025.82,100580.94,M741745727,0,0,0,0
47145,9,CASH_OUT,350705.74,C58527359,1076320.99,0,C582901057,894760.68,1794033.65,1,0
23695,8,PAYMENT,5507.29,C267401054,201185,0,M1825562285,0,0,0,0
58307,9,TRANSFER,21922,C102617052,0,0,C760675871,0,0,1,0
49886,9,CASH_OUT,361559.69,C684758020,281472,0,C1769042905,504667.31,189441.24,1,0
175,1,CASH_OUT,15918.79,C1711185459,0,0,C1854778591,24553,0,1,0
37561,9,PAYMENT,10938.61,C365534214,25111,634997.88,M1685597605,0,0,0,0
246,1,PAYMENT,10265.17,C792855998,6295972.18,6285707.02,M1424108509,0,0,1,0
82257,10,CASH_OUT,8741.85,C1348816266,11431,13751.15,C468897557,925903.38,934645.23,0,0
53104,9,PAYMENT,20337.97,C367323284,144172,0,M1218027476,0,0,1,0
31780,8,PAYMENT,282.53,C171510621,15213,1155297.11,M1899022554,0,0,0,0
